label,text,text1
21,rahm emanuel stay ballot chicago mayoral election filed news politics president obama ra,"Rahm Emanuel remains on the Chicago mayoral election ballot following his filing, as reported in news and political updates involving President Obama and RA."
82,report immigration law enforced consistently ap,The report indicates that immigration law enforcement is consistent with ap.
20,taco bell taco meat filling beef fb,"Taco Bell's beef taco meat filling, FB"
79,indy yemen president saleh step yemen president told parliament will seek term,indy yemen president saleh stepped yemen president told parliament he will seek a term
22,durbin chair hearing healthcare law hill healthwatch tcot obamacare,"Durbin chairs a healthcare law hearing featuring Hill, HealthWatch, TCOT, and Obamacare."
82,lawmaker question practicality ky immigration bill,A lawmaker questions the practicality of the KY immigration bill.
88,oscar nomination king speech rule nod,"A king's speech received an Oscar nomination, adhering to the rule of a nod."
25,tsa testing advanced imaging technology software select airport,The TSA is testing software for advanced imaging technology at a selected airport.
84,school tackling cut teen concussion bull ring drill football,A school's football program includes a tackling drill aimed at reducing teen concussion risks through a bull ring exercise.
68,charlie sheen leaf hospital medical emergency,A medical emergency occurred at Leaf Hospital involving Charlie Sheen.
42,dtn iran iran executes iranian dutch woman detained poll unrest report iranian dutch woman detaine,dtn iran iran executes iranian dutch woman detained poll unrest report iranian dutch woman detaine
87,shredded chicken hope guide shredded chicken helpful al,"A guide for shredded chicken that provides hope and is helpful, al"
55,weight loss diet plan living healthy acai berry,A weight loss diet plan that promotes healthy living with acai berry.
99,superbowl force volkswagen commercial stellar mrx,volkswagen's superbowl commercial features a stellar mrx force
99,lt vote budlight commercial thumb superbowl,< vote budlight commercial thumb superbowl
66,wash post tweet cairo bureau chief photographer reportedly arrested egypt,The Washington Post's Cairo bureau chief photographer was reportedly arrested in Egypt.
75,christina aguilera mangle star spangled banner super bowl abc news sb,christina aguilera manged star spangled banner during super bowl according to abc news
26,dean baker problem structrual unemployment incompetent manager,dean baker's issue with structrual unemployment and an incompetent manager
99,stella artois superbowl commercial youtube ad blitz channel,a youtube ad blitz channel features stella artois' superbowl commercial
65,healthy skepticism wal mart healthy push michelle obama partnered wal mart,Michelle Obama partnered with Wal-Mart on a healthy push despite healthy skepticism.
99,crash super bowl doritos pepsi max pepsico plan user generated commercial,Crash: A Super Bowl user-generated commercial plan by Pepsi Max and Pepsico featuring Doritos
37,news update giffords condition upgraded good doctor rep gabrielle giffords upgraded condition,"A news update states that Representative Gabrielle Giffords' condition has been upgraded, according to her doctor."
84,sideline test accurately detects athlete concussion minute,A sideline test accurately detects an athlete's concussion in a minute.
15,australia greatest olympian ian thorpe expected reportedly comeback international swim,"Australia's greatest Olympian, Ian Thorpe, is reportedly expected to make a comeback in international swimming."
21,news alert ruling restores emanuel ballot breaking news alertthe york timestue january,"Breaking news alert: Ruling restores Emanuel ballot; news alert from The York Times on Tue, January."
75,christina aguilera destroys national anthem superbowl,christina aguilera's destruction of the national anthem at the superbowl
89,supreme court stay okla water fight,supreme court puts okla water fight on hold
87,recipe super bowl slider super bowl party food big comfy flavor ease day,"A recipe for a large Super Bowl slider, ideal for a comfortable and flavorful party meal, provides easy preparation for any day."
71,yeahboy nadal australianopen djokovic murray,Yeahboy Nadal Australian Open Djokovic Murray
101,black swan drama purest form portman doesn win academy corrupt aronofsky created masterpiece blackswan,"Darren Aronofsky directed 'Black Swan', a drama starring Natalie Portman in her purest form; though it didn't win an Academy Award and contains corrupt elements."
101,spellbound black swan night budget gross growing natalie amazing hope sweep nomination,"A spellbound black swan night sees growing budget and gross, with Natalie's amazing hope for a sweeping nomination."
60,hearing heated sea bass fishing usual fishing year black sea bass specie june,Sounds of intense sea bass fishing during the usual annual period for the black sea bass specie in June.
87,winter coleslaw chicken salad sandwich kitchen season ross dobson wo,"Winter season kitchen by Ross Dobson features coleslaw, chicken salad sandwich, and wo."
60,eye rise fishing field stream,Gaze upward in the fishing stream area.
22,well surprise good thing healthcare law declared,"Well, the healthcare law being declared is a good surprise."
99,best superbowl commercial good game night good ad top superbow,A top superbow commercial offers a great game night with an excellent ad.
11,star kubica involved serious crash yahoo eurosport,"Star Kubica involved in a serious crash, according to Yahoo and Eurosport."
87,article updated chicken stroganoff recipe,Revised version of the chicken stroganoff recipe article
37,giffords speaking valve breathing tube,giffords breathing tube with speaking valve
22,republic argued florida ruling monday judge roger vinson florida,"The Republic argued in a Florida ruling on Monday, Judge Roger Vinson in Florida."
68,charlie sheen rehabs filed charlie sheen nurse,charlie sheen's rehab facility submitted a document from charlie sheen's nurse
99,doritos commercial guy lick cheese guy finger favorite superbowl commercial,a man licks the cheese-covered finger of the cheese guy in a popular super bowl commercial
60,discus fish secret review discus fish secret,A review of the discus fish secret and another discus fish secret.
108,identity theft cost infographic online fraud crime rise mo,Infographic highlights rising cost of online fraud and identity theft crime.
95,facebook profile harvested setting dating site facebook user unwitting,a facebook profile was harvested for use on a dating site by an unwitting facebook user
17,white stripe officially call quits,White stripe officially ends their activities
99,youtube present shawn moore soul reaching spreading love peace faith hope,shawn moore soul on youtube reaches and spreads love peace faith hope
88,oscar nomination academy award nominee watch,Watch the Oscar nomination and Academy Award nominee.
99,superbowl pepsi commercial angry girlfriend pretty funny,A Super Bowl Pepsi commercial depicting an angry girlfriend is quite amusing.
106,potential replacement steve job electronics worked ibm year including senior role,A potential substitute for Steve Job in electronics was employed at IBM during a year involving a senior position.
75,christina aguilera flub star spangled banner lyric super bowl sport,christina aguilera misplayed 'the star spangled banner' lyrics at the super bowl sport
22,federal judge rule health care reform law,A federal judge ruled on the healthcare reform law.
87,healthy recipe dinner sue healthy lifestyle,Sue provides a healthy recipe for dinner that promotes a healthy lifestyle.
99,check video bridgestone unexpected obstacle super bowl xlii commercial,Check the Bridgestone Super Bowl XLIi commercial video featuring an unexpected obstacle.
99,top three super bowl commercial,the top three super bowl commercial
90,invite read cap blog connection join dialogue bullying,Invite others to read the blog on cap and connection; join the dialogue about bullying.
75,feel super bowl national anthem fail christina aguilera lion den university,Christina Aguilera's Super Bowl national anthem performance at Lion Den University faced issues.
96,james franco sundance drag,james franco in sundance drag
85,best buy future proof tech purchase buy program cost complete range con,best buy offers a future-proof technology purchase program with competitive costs across a complete range of options for con
100,rnc chair political vip super bowl republican national committee chairman reince priebus posted,"reince priebus, rnc chair and republican national committee chairman, a political vip, posted about the super bowl"
26,folk scrambling job don exist find structural unemployment,"People are struggling to find jobs due to the absence of available positions, leading to structural unemployment."
10,artifact stolen egyptian museum cairo sad,"The Egyptian Museum in Cairo experienced an artifact theft, which was sad."
60,thought dolphin caught pearl hogy rigged oz jig head fish,It was thought that the dolphin caught a pearl rigged with an oz jig head fish howgy.
99,superbowl commercial going bud light doritos pepsi,"A Super Bowl commercial includes Bud Light, Doritos, and Pepsi."
55,acai berry chocolate tasting weight loss diet plan demand acai berry eventually lead,The demand for acai berry chocolate tasting weight loss diet plans eventually leads.
60,fishing hunting pike year sam biever rice lake caught inch northern pike fis,Sam Biever from Rice Lake caught a northern pike measuring an inch during the year through fishing and hunting activities involving pike and fis.
87,orange chicken twist chinese delicious,A delicious chinese twist on orange chicken
75,watch christina aguilera screw national anthem super bowl,view christina aguilera botch national anthem super bowl
88,king speech top film producer award azcentral,azcentral presents top film producer award to king speech
75,christina aguilera national anthem super bowl flub happen york daily news fox,"A flub happened during Christina Aguilera's national anthem at the Super Bowl, according to York Daily News and Fox."
95,facebook great personal careful reveal online privacy security,facebook's online privacy and security require careful personal management.
20,black commented chasindatpaper blog post eww eating lawsuit alleges taco bell beef,Black responded to a blog post by chasindatpaper expressing disgust at a lawsuit alleging issues with Taco Bell's beef.
96,check interviewing danny glover houseofswagg sundance thedreamisreal,Check out Danny Glover's interview on HouseOfSwagg's Sundance channel: TheDreamIsReal.
96,james franco wig sundance jared blogging inside decked bing bar,james franco's wig at sundance jared blogging inside decked bing bar
89,supreme court doubtful personal privacy false person,the supreme court is doubtful regarding personal privacy in connection with a false person
88,king speech notch top director award bbc news,king's speech achieved top director award from bbc news
55,losing weight best acai berry benefit report elmerfizz people reduce fat,A report by Elmerfizz highlights the primary advantage of acai berries in aiding weight loss and helping individuals reduce fat.
60,hooked ice fishing small sled fishing gear pulling contained fish targeting,A small sled used in ice fishing features hooked gear that pulls and contains fish for targeting.
88,geegood post king speech rule oscar nomination ap,A post by Geegood on King's speech regarding the Oscar nomination rule from AP.
37,houston transfer help giffords husband kelly cope,kelly cope husband of giffords seeks assistance with a houston transfer
87,parmesan chicken broccoli pasta cocktail mom recipe husband love,"Mom's recipe for parmesan chicken, broccoli, pasta, and cocktail loved by husband."
97,college scholarship white picket college tag college financial aid college scholarship money college sch,"Multiple college-related terms include college scholarship, white picket, college tag, college financial aid, college scholarship money, and college sch."
52,lighter note today wrapped second national bed bug summit cue bad joke conference hotel,"A lighter tone today concluded the second national bed bug summit, with a cue for a bad joke at the conference hotel."
55,maqui berry newest effective losing weight,"The maqui berry serves as an effective aid for weight loss, being the newest in its category."
22,judge strike healthcare reform law,The judge invalidated the healthcare reform law.
60,caught lb yellowfin tuna flick fishing flickfishing,Caught a yellowfin tuna weighing lb using flick fishing and flickfishing techniques.
87,moroccan roasted chicken orange juice recipe recipe moroccan roasted chicken orange,Moroccan-style roasted chicken with orange juice recipe
60,ice fishing trip frozen connecticut river vic attardo outdoors current strong flow,"An ice fishing expedition on the frozen Connecticut River, featuring Vic Attardo in an outdoor setting with a strong river current."
36,terrorist attack view exclusive footage today bombing moscow airport dozen dead tcot ocra,View exclusive footage from today's bombing at Moscow Airport during a terrorist attack that left a dozen dead. TCOT OCRA.
37,rep giffords set rehab houston yahoo share friend health smoking story,"Rep Giffords set up a rehabilitation initiative in Houston, sharing a friend's health story about smoking on yahoo."
73,iran year nuclear weapon iranelection,iran's election year and nuclear weapon
46,bottega veneta launch fragrance,bottega veneta introduces a fragrance
55,acai berry weight loss diet plan healthy weight reduction number diet plan advertised sugge,"Acai berry-based diet plans promote healthy weight loss through structured meal plans, with advertised sugge."
19,update lt gov seek support cuomo budget,Provide an update: Lt Gov seeks support for Cuomo's budget.
104,life waste text life shouldn text drive,text life waste life shouldn text drive
40,glenn beck virulent attack cuny prof fox piven inciting threat aaup irresponsible rhetoric,glenn beck's virulent attack on cuny's professor fox piven incites threats from aaup's irresponsible rhetoric
99,watch audi superbowl commercial youtube ad blitz channel,View Audi's Super Bowl commercial on YouTube's ad blitz channel.
85,quora will best buy electronics buy consumer answer,quora will provide consumer answers on best buy electronics purchases
60,redfishing great cape fear backwater warmer day light wind,A warmer day with light wind at Great Cape Fear backwater for redfishing
71,tomorrow australian open tennis final men andy murray navok djojovic ganna win murray fan murray,tomorrow men's australian open tennis final features andy murray against navok djojovic with ganna winning and a murray fan supporting murray
99,doritos best superbowl commercial lmao,doritos' top superbowl commercial is hilarious lmao
19,cuomo budget hit school toddler yonkers longer attend pre school srq,"cuomo's budget cuts impact yonkers' school for toddlers, preventing them from longer attending pre school srq"
19,cuomo call york budget process quot sham quot,cuomo labeled the york budget process as a 'sham'
99,kia commercial advertising superbowl commercial snake consuming,a kia commercial promoting the superbowl features a snake consuming
92,stock future higher investor refocus economy york reuters stock,investors refocus on economy as stock future rises according to reuters in york
99,eminem helped plug commercial yesterday superbowl second superbowlxlv,Eminem aided in promoting a commercial during yesterday's Super Bowlâ€”the second superbowlxlv.
88,oscar anounced morning,oscar anounced in the morning
87,ayam goring fried chicken rinse chicken inside cold running water pat dry paper tow,Prepare ayam goring fried chicken by rinsing the chicken in cold running water and patting it dry with paper tow.
80,fast food caught immigration crosshairs,Fast food industry faces immigration scrutiny
79,correcting link yemen latest arab state join unrest activist demonstrating,"An activist demonstrating in Yemen, the latest Arab state, joins the unrest."
60,going fishing today friend hatteras hope find catch fishing cabo slow,"Today, I'm going fishing with a friend at hatteras, hoping to catch something while fishing at cabo, but the fishing is slow."
99,superbowl commercial elantra psychedelic groupon wrong cocacola cool elantra win,A psychedelic commercial for a cool Elantra from Groupon went wrong during the superbowl featuring Coca-Cola and an elantra win.
24,super bust woe endless texas host super bowl week texas super,Texas hosts an endless Super Bowl week with super bust woe and repeated super Texas references.
94,saturday horse racing betting advice,Saturday's horse racing betting tips
45,republican gain democrat social medium,Republicans gain from Democrats through social media.
95,hack facebook unlocks security facebook adding security feature pair,Hacking Facebook unlocks security by adding a security feature pair.
60,fly fishing program host replaces columbia country wft newsbob asbury producer,"The host of the fly fishing program replaces NewsBob Asbury, producer for Columbia Country WFT."
99,imported detroit excellent car commercial paying attention eminen damn superbowl commercial,"An excellent Detroit car commercial imported for the superbowl, with Eminen paying attention to the damn commercial."
87,menu tonight chicken curry recipe,Tonight's menu includes a chicken curry recipe.
60,watch shearon harris lake jun top water bass fishing,Watch top water bass fishing at Shearon Harris Lake during Jun.
79,yemen president facing protest will seek extend term expires,yemen president facing protest will seek to extend his term which expires
14,rite tv spot kingdom,A television commercial for rite kingdom
40,glenn beck target france fox piven beck scary,glenn beck's france target features fox piven and a scary element
88,safon oscar nomination list academy award nominee,"The Oscar nomination list features Safon, an Academy Award nominee."
87,recipe fried chicken liver mexico chilies,A recipe for fried chicken liver from Mexico with chilies.
60,ice fishing social medium explosion,ice fishing witnesses a sudden explosion on social medium
87,delirious today feeling well time jewish penicillin chicken soup,"Feeling well today, delirious time for Jewish penicillin and chicken soup."
99,okaaaay bowled super bowl well official bud light advert,okaaaay bowled super bowl well in an official bud light advert
95,news update step checking facebook privacy,Latest news update includes a step for checking Facebook privacy.
55,acai berry work reading help understand acai berry work acai berry,Reading provides assistance in comprehending the workings of acai berries.
99,super bowl xlv commercial lm,Commercial for LM during Super Bowl XLV
60,fly fishing kunaplaza kunaplaza,"Fly fishing in kunaplaza, kunaplaza"
93,eve fashion week nyc entrepreneur fashion lover networkers join brightnight,Entrepreneurs and fashion lovers in NYC join networkers at Eve Fashion Week for Brightnight.
80,fast food caught immigration crosshairs reuters,fast food industry under immigration crosshairs reuters
108,identity theft resource center protecting personal identifying idtheft identitytheft,A resource center addressing identity theft protecting personal identifying idtheft identitytheft
87,karaage japanese fried chicken recipe blog,A Japanese fried chicken recipe blog featuring karaage
60,barbel fishing float short edited clip barbel day way series top barbel angler mic wo,Barbel fishing float short edited clip day way series top barbel angler mic wo
93,fashion week fall fashion week hot list hot list fall fashion week check,Check the fall fashion week hot list for fashion week updates.
68,teamfollowback charlie sheen rehab tv hold los angeles reuters half aday,"Reuters reports that Charlie Sheen's team is following back on social media, with rehab and TV appearances in Los Angeles covering half a day's events."
110,suu kyi party urge west maintain myanmar sanction reuters,"Aung San Suu Kyi's party urges the West to maintain Myanmar sanctions, according to reuters."
87,cozy scene recipe gluten free fried chicken hsoul,"A gluten-free fried chicken recipe featuring a cozy scene, hsoul"
65,michelle obama coming atlanta washington lady michelle obama planning travel atlanta,Lady Michelle Obama is coming to Atlanta and Washington; she is planning travel to Atlanta.
60,brown trout fishing tip yahoo answer wfnewsi headed alberta july,"A Yahoo Answer tip on brown trout fishing, 'wfnewsi' headed for Alberta in July."
87,gourmet mom anise chicken recipe,Chicken recipe with anise from Gourmet Mom
75,super bowl xlv christina aguilera repeat national anthem christina aguilera flubbed nfl,"Christina Aguilera repeated the national anthem at Super Bowl XLV, where she flubbed the performance, according to the NFL."
60,fishing tackle box zebco ready tackle telescopic multi combo fishing kit,Zebco telescopic multi-combo fishing kit with ready tackle and tackle box
88,king speech lead oscar race film stuttering british monarch movie founder,The film 'Stuttering' featuring a king's speech leads the Oscar race as a movie about the British monarch and its founder.
104,mobile launch service osl,OSL mobile launch service
88,king speech rule obvious batch oscar bait,obvious batch king speech rule oscar bait
97,applying federal student aid fear fafsa,Applying for federal student aid may involve fear related to FAFSA.
88,king speech lead academy award nomination memphis commercial appeal,a speech by king led to an academy award nomination from memphis commercial appeal
20,taco bell beef taco inexpensive beef lawsuit share info,a cheap beef taco from taco bell is involved in a legal dispute over beef; information sharing is recommended
79,yemen president extend term aljazeera,yemen's president prolongs term according to aljazeera
109,gasland scare oscar nom best doc news junkie post read njp film review eco greedmachine,"The documentary ""Gasland"" generated significant attention, including an Oscar nomination for Best Documentary, with film reviews from News Junkie Post discussing ""NJP"" and ""Eco Greedmachine."""
88,tom hooper king speech winner dga award besting social network david fincher,"tom hooper won the dga award for king speech, defeating david fincher's social network"
70,molto vega farmer market shut county,The Molto Vega Farmer Market was shut by the county.
80,surprise day immigration crackdown bad american access burrito,A surprise day featured a bad immigration crackdown impacting American access to burrito.
101,watched black swan mindblowing watch natalie portman deserves oscar mila kunis love lt,"Watched Black Swan; mindblowing performance by Natalie Portman deserving Oscar, Mila Kunis love <"
99,superbowl commercial big deal,a major event in the superbowl commercial
1,bbc news bbc service cut outlined staff,bbc news and bbc service outlined staff cutbacks
99,volkswagen commercial black beetle spot st century beetle cutting edg,A Volkswagen commercial features a black Beetle in a spot from the St Century Beetle with cutting edg.
60,dress winter steelhead fishing,Dress for winter steelhead fishing.
60,bass fishing contest android game shuixing casual,A casual bass fishing contest Android game titled Shuixing.
58,so sleep update fda clear pgxhealth depressive disorder drug viibryd health treatment,FDA clearance of PGXHealth's drug Viibryd for treating depressive disorder includes updates on sleep and health aspects.
42,bbc news dutch freeze contact iran hanging,bbc news reports dutch suspension of communication with iran related to hanging
37,doctor giffords face rocky road recovery day week rep gabrielle giffords recovery fr,doctor giffords faces a rocky road to recovery on a daily and weekly basis as rep gabrielle giffords' recovery continues fr
94,horse wagering legal sport lounge bet mile existing racetrack tra,Legal horse racing wagering at an existing racetrack includes a sport lounge with bets on a mile-long track and tra.
99,sony ericsson xperia play official super bowl commercial full launch coming february,sony ericsson xperia play's official super bowl commercial full launch set for february
71,yr russian won australian open,Yr russian triumphed at the australian open
60,minnesota week extreme ice fishing rescuer boat save stranded fisherman,A week in Minnesota featured extreme ice fishing when a rescue boat saved a stranded fisherman.
75,local christina aguilera fumble national anthem christina aguilera flubbed belted,local christina aguilera fumbled the national anthem and flubbed it while belting
87,delicious chicken curry recipe hope will,A delicious chicken curry recipe hopes will
88,king speech rule oscar nomination,Oscar nomination for the king's speech rule
66,journalist beaten website blocked amid protest egypt cpj,A journalist was beaten and a website was blocked during a protest in egypt cpj.
60,cook gun shop offer amp firearm gunsmithing service hunting fishing accessory,Cook Gun Shop offers a firearm gunsmithing service along with hunting and fishing accessories.
88,king speech best ensemble sagawards,best ensemble at sagawards was awarded to king speech
60,huge outdoor slated feb wft newsfrom trophy elk deer hunt trout ba,"A large outdoor event scheduled for February features coverage of a trophy elk and deer hunt, as well as trout fishing."
46,photography check bottega veneta robert longo photo shoot fall winter advertising camp,Photography check for Bottega Veneta by Robert Longo during a fall and winter advertising camp photo shoot.
37,doctor giffords good condition will rehab rep gabrielle giffords good condition wi,"Gabrielle Giffords, the representative, is in good condition and will rehab. Doctor Giffords' good condition wi"
97,find free college grant money find free college grant money find free college gran grant,Locate free college grant funding locate free college grant funding locate free college gran grant
87,luv gt mock chicken fettuccine alfredo grocery store dinner,luv gt mock chicken fettuccine alfredo dinner at the grocery store
75,christina aguilera flub national anthem singing er rampart watched gallantly,"christina aguilera flubbed the national anthem during her performance at er rampart, which was watched gallantly"
45,republican catch democrat socialmedia politics,Catch Republican and Democrat political content on socialmedia politics.
22,judge owns stock aetna,The judge holds shares in Aetna.
10,reuters reporting looter break national museum yesterday destroy mummy,reuters reports that a looter broke into the national museum yesterday and destroyed the mummy
13,dvr alert pm today oprah winfrey deep family secret revealed,A deep family secret of Oprah Winfrey is revealed in today's DVR alert.
14,rite movie trailer anthony hopkins best flick movie trailer hd streaming torrent downloads movie,movie trailer for rite featuring anthony hopkins best film high-definition streaming torrent downloads cinematic preview
55,told skinny today day burn fat,Today told to burn fat while being skinny.
60,gill net fishing closed early ton rockfish poaching bust capital news service photo kerry davis,"Early closure of gill net fishing occurred following a bust of ton rockfish poaching, as captured in a photo by the capital news service's Kerry Davis."
108,thumbnail drive wi fi device convenient risky safe tip fb,"A thumbnail drive Wi-Fi device provides convenient, risky, or safe tips via fb."
60,friday time pack week ice fishing check canadian,Check the Canadian ice fishing pack for Friday's time during the week.
87,super smoker sweet spicy wing perfect sunday sb smokedrecipes footballfood recipe,Super smoker's sweet spicy wing: perfect Sunday football food recipe from SB smokedrecipes.
22,federal judge toss entire healthcare reform law account individual mandate acquire insurance coverage,"A federal judge tossed out the entire healthcare reform law, including the individual mandate to acquire insurance coverage."
99,will write superbowl commercial someday vw take cake,Will create a superbowl commercial in the future; vw take cake.
42,iran hang dutch iranian woman drug smuggling worldnews,an iranian woman from the netherlands was involved in drug smuggling in iran according to world news
104,remember alex brown don text drive lt ambrat gt,remember alex brown don text drive < ambrat >
90,resource teacher parent film consequence schoolviolence bullying,A film featuring a resource teacher and parent highlights the consequence of schoolviolence and bullying.
75,christina aguilera great job national anthem,great job by christina aguilera during the national anthem
28,detroit auto green,green auto of detroit
75,christina aguilera apologize flubbing national anthem,christina aguilera apologized for flubbing the national anthem
81,idc apple lead rim worldwide smartphone maker,IDC Apple leads rim worldwide smartphone maker
79,yemeni rally president,Yemeni President at Rally
60,connecting bass fishing,Linking bass fishing
60,south indian river fishing report snook fishing pretty quiet jetty,south indian river fishing report indicates snook fishing is quiet at the jetty
100,republican party debt gear,The republican party's debt gear
65,obama praise military healthy initiative lady michelle obama visited army largest training,obama praised military's healthy initiative as lady michelle obama visited army's largest training
66,egyptian journalist dy gunshot wound egyptian reporter shot clash week ago died,An Egyptian journalist named Dy sustained a gunshot wound; an Egyptian reporter was shot during a clash that occurred one week prior and later died.
57,mayor closed chicago public school,The mayor shut down Chicago Public School.
60,cold weather put chill clear lake bass fishing cold weather slowed bass fishing crawl,"Cold weather created a chill in Clear Lake, slowing bass fishing activity."
99,favorited youtube video brisk eminem super bowl commercial,The favorited YouTube video is a brisk Eminem Super Bowl commercial.
60,fishing report feb surf pier richie knuth fishin shack heard thi,fishing update february surf at pier richie knuth fishin shack heard thi
66,cbc news foreign journalist attacked egypt,A report from CBC News states that a foreign journalist was attacked in Egypt.
42,bbc news dutch freeze contact iran hanging,bbc news reports dutch suspension of communication with iran over hanging
55,weight loss diet plan living healthy acai berry people sticking,"A weight loss diet plan for living healthy includes acai berries, as people often stick to it."
104,app called auto text reply will auto text office car angel pledge don text drive,"An application named Auto Text Reply is capable of automatically texting the office, car, angel, pledge, don, and drive."
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,Amazon refers to the acai berry as a super fruit with expectations of weight loss.
79,yemeni president won extend presidential term yemen,the yemeni president was offered an extension of their presidential term in yemen
37,giffords condition upgraded good doctor rep gabrielle giffords upgraded condition serio,A good doctor representative reported that Gabrielle Giffords' condition was upgraded and is in serio status.
60,fact fly fishing rod overstock,A fact regarding overstocked fly fishing rods.
85,report hint best buy stock verizon iphone launch best buy outlet will varying amoun,A report indicates that Best Buy's stock may vary in relation to the Verizon iPhone launch at Best Buy outlets.
60,canada fly fishing canada fly fishing free online article directory submit article top author top,free online article directory for canada fly fishing submit articles top authors top
88,king speech lead oscar race nomination reuters reuters king speech british drama,king speech leads oscar race nomination according to reuters reuters british drama
45,mob democracy facebook twitter youtube revolution facebook,"Facebook, Twitter, YouTube, mob democracy, revolution, and Facebook"
18,prince william kate middleton wedding guest invited fax telegraph uk,a guest invited to the wedding of prince william and kate middleton received a fax and telegraph from the uk
87,read cook enjoy recipe israel couscous,Read the recipe to cook and enjoy Israeli couscous.
88,king speech true grit top oscar nomination,Among the top Oscar nominations were The King's Speech and True Grit.
88,weekend wrap king speech rule sag dgas portman pick trophy weekend,"Weekend wrap features King's speech on rule, SAG DGAs, Portman's trophy pick during the weekend."
99,newcar audia watch audi superbowl commercial youtube ad blitz channel,A new car audi auida superbowl commercial is featured in the youtube ad blitz channel.
99,terrific mercedes benz commercial superbowl extended version promising future,An excellent Mercedes-Benz commercial from the Superbowl featuring an extended version with a promising future.
82,vote delayed immigration verify bill house labor subcommittee adjourned debate directed dep,The House Labor Subcommittee adjourned debate on the immigration bill after a vote was delayed and directed to verify dep.
17,sad white stripe split steam side project best moment,"A sad white stripe splits into steam, marking the best moment of a side project."
60,news annual ice fishing derby,News on the annual ice fishing derby
60,aquarium fish breeding angel fish best technique started breeding angel fish buy,Optimal method for aquarium fish breeding involves initiating angel fish breeding through purchase.
88,great expectation award natalie portman colin firth screen actor guild,The Great Expectation award was presented to Natalie Portman and Colin Firth by the Screen Actor Guild.
87,reading chicken taco rice chicken taco rice yum yum yum eat plate coul,Reading about chicken taco rice and more chicken taco riceâ€”yum yum yum! Eat from a plate coul.
70,love farmer market long beach,Love the farmer market in Long Beach.
75,rocking christina aguilera explains national anthem flub christina aguilera well aware,"Christina Aguilera addresses the national anthem error she made while rocking, showing full awareness."
30,keith olbermann join current tv report keith olbermann controversial liberal pundit ho,keith olbermann joins current tv report; keith olbermann controversial liberal pundit ho
99,cc omg love commercial detroit superbowl brandbowl,carbon copy oh my goodness ad detroit superbowl brand bowl
99,superbowl commercial volkswagen force smaller darth vader,Volkswagen's Super Bowl commercial features a smaller Darth Vader using the Force.
95,official facebook video talking privacy setting watch,Official Facebook video discussing privacy setting and watching
97,calum miller mba scholarship university edinburgh uk beasiswa scholarship,calum miller receives an mba scholarship from the university of edinburgh in the uk alongside a beasiswa
107,best news somali pirate hijack german ship somali pirate hijacked german owned ship mv amirojkes,Best news: Somali pirates hijacked a German-owned ship named MV Amirojkes.
61,powell hu visit success yep powell suck turncoat,powell hu visit successful yes powell is a turncoat who sucks
74,secured unsecured debt consolidation loan settle credit card debt cost debt consolidation,Secured and unsecured loan options for debt consolidation to settle credit card debts at the cost of debt consolidation.
60,watch montauk kayak fishing blitz video fishing news video,View videos featuring Montauk kayak fishing blitz and fishing news.
60,twenty question walleye pro jimmy bell hunting big life fishing,A twenty-question walleye pro Jimmy Bell discusses hunting and big life fishing.
88,dtn hollywood king speech win top honour director guild award london jan ani historical,"A historical speech by Hollywood's King won the top honor at the Director Guild Award in London, with DTN and Jan Ani involved."
96,post james franco sings sundance,A post features james franco singing at sundance
97,fuji xerox setsutaro kobayashi memorial fund foreign student grant japan beasi,fuji xerox company memorial fund for setsutaro kobayashi offers foreign student grant in japan beasi
75,aguilera flub national anthem christina aguileraflubbed belt,aguilera flubbed the national anthem; christina aguileraflubbed belt
20,taco bell beef meat lawsuit claim rest supernatural filler,A lawsuit claim against taco bell beef meat involves allegations of supernatural filler in the rest.
72,doesn watch kardashians,Do not watch the Kardashians.
55,will acai berry help lose weight acai berry renowned natural weight loss supplement hea,Can the acai berry assist in weight loss? The acai berry is a renowned natural weight loss supplement hea
88,case missed full list year oscar nominee,A missed case in the full list of the year's Oscar nominee.
66,journalist return central cairo threat remain,A journalist returns to central Cairo; the threat remains.
77,gibbs father love ep ncis,Gibbs' father loves the NCIS episode.
75,christina aguilera explains super bowl national anthem flub,christina aguilera addresses mistake during super bowl national anthem performance
60,tropical fish tank help aquarium fish tank tropical fish tank fish clean,Tropical fish tanks aid in keeping aquarium fish tanks clean.
22,heritage morning bell victory road repeal teaparty hcr,heritage morning bell victory road repeal teaparty hcr
98,australia flooding cost enormous flooding australia people making,the flooding in australia has resulted in an enormous cost for its people
84,aaron rodgers concussion nfl playoff packer quarterback hiding brain injury,aaron rodgers a packers quarterback concealed a brain injury during the nfl playoffs despite suffering a concussion
95,facebook privacy setting user,user of facebook's privacy setting
22,federal judge strike insurance mandate entire reform bill,A federal judge struck down the insurance mandate as part of the entire reform bill.
60,lazer trokar return sponsor boatus collegiate bass fishing championship,The lazer trokar returns as a sponsor for boatus collegiate bass fishing championship.
95,protect personal facebook,Safeguard personal Facebook
22,obamacare heading supreme court,Obamacare is heading to the Supreme Court.
84,doctor lounge multiple concussion raise teen athlete health risk,A doctor lounge indicates that multiple concussion can elevate the health risk for teenage athletes.
101,natalie portman better win oscar best actress black swan movie amazing time,natalie portman should win the oscar for best actress in the movie black swan an amazing time
